3.5496 	EXP 	text_disctractors: height = 0.05
3.5496 	EXP 	text_disctractors: height = 0.05
3.5496 	EXP 	text_disctractors: height = 0.05
3.5496 	EXP 	text_disctractors: text = 'KSZJNBT'
3.5496 	EXP 	text_disctractors: autoDraw = True
3.6162 	EXP 	New trial (rep=0, index=17): OrderedDict([('dist', 'SXJRMHN')])
3.6325 	EXP 	text_disctractors: autoDraw = False
3.6325 	EXP 	text_disctractors: height = 0.05
3.6325 	EXP 	text_disctractors: height = 0.05
3.6325 	EXP 	text_disctractors: height = 0.05
3.6325 	EXP 	text_disctractors: text = 'SXJRMHN'
3.6325 	EXP 	text_disctractors: autoDraw = True
3.6999 	EXP 	New trial (rep=0, index=18): OrderedDict([('dist', 'NYVJQDR')])
3.7158 	EXP 	text_disctractors: autoDraw = False
3.7158 	EXP 	text_disctractors: height = 0.05
3.7158 	EXP 	text_disctractors: height = 0.05
3.7158 	EXP 	text_disctractors: height = 0.05
3.7158 	EXP 	text_disctractors: text = 'NYVJQDR'
3.7158 	EXP 	text_disctractors: autoDraw = True
3.7834 	EXP 	New trial (rep=0, index=19): OrderedDict([('dist', 'XRWZVLH')])
3.7996 	EXP 	text_disctractors: autoDraw = False
3.7996 	EXP 	text_disctractors: height = 0.05
3.7996 	EXP 	text_disctractors: height = 0.05
3.7996 	EXP 	text_disctractors: height = 0.05
3.7996 	EXP 	text_disctractors: text = 'XRWZVLH'
3.7996 	EXP 	text_disctractors: autoDraw = True
3.8662 	EXP 	New trial (rep=0, index=20): OrderedDict([('dist', 'TGHMDNB')])
3.8827 	EXP 	text_disctractors: autoDraw = False
3.8827 	EXP 	text_disctractors: height = 0.05
3.8827 	EXP 	text_disctractors: height = 0.05
3.8827 	EXP 	text_disctractors: height = 0.05
3.8827 	EXP 	text_disctractors: text = 'TGHMDNB'
3.8827 	EXP 	text_disctractors: autoDraw = True
3.9496 	EXP 	New trial (rep=0, index=21): OrderedDict([('dist', 'TQYDRFZ')])
3.9663 	EXP 	text_disctractors: autoDraw = False
3.9663 	EXP 	text_disctractors: height = 0.05
3.9663 	EXP 	text_disctractors: height = 0.05
3.9663 	EXP 	text_disctractors: height = 0.05
3.9663 	EXP 	text_disctractors: text = 'TQYDRFZ'
3.9663 	EXP 	text_disctractors: autoDraw = True
4.0336 	EXP 	New trial (rep=0, index=22): OrderedDict([('dist', 'RZKBNLD')])
4.0494 	EXP 	text_disctractors: autoDraw = False
4.0494 	EXP 	text_disctractors: height = 0.05
4.0494 	EXP 	text_disctractors: height = 0.05
4.0494 	EXP 	text_disctractors: height = 0.05
4.0494 	EXP 	text_disctractors: text = 'RZKBNLD'
4.0494 	EXP 	text_disctractors: autoDraw = True
4.1165 	EXP 	New trial (rep=0, index=23): OrderedDict([('dist', 'VSZGNMT')])
4.1328 	EXP 	text_disctractors: autoDraw = False
4.1328 	EXP 	text_disctractors: height = 0.05
4.1328 	EXP 	text_disctractors: height = 0.05
4.1328 	EXP 	text_disctractors: height = 0.05
4.1328 	EXP 	text_disctractors: text = 'VSZGNMT'
4.1328 	EXP 	text_disctractors: autoDraw = True
4.2001 	EXP 	New trial (rep=0, index=24): OrderedDict([('dist', 'XZMFWVJ')])
4.2165 	EXP 	text_disctractors: autoDraw = False
4.2165 	EXP 	text_disctractors: height = 0.05
4.2165 	EXP 	text_disctractors: height = 0.05
4.2165 	EXP 	text_disctractors: height = 0.05
4.2165 	EXP 	text_disctractors: text = 'XZMFWVJ'
4.2165 	EXP 	text_disctractors: autoDraw = True
4.2835 	EXP 	New trial (rep=0, index=25): OrderedDict([('dist', 'DHNXZSB')])
4.3006 	EXP 	text_disctractors: autoDraw = False
4.3006 	EXP 	text_disctractors: height = 0.05
4.3006 	EXP 	text_disctractors: height = 0.05
4.3006 	EXP 	text_disctractors: height = 0.05
4.3006 	EXP 	text_disctractors: text = 'DHNXZSB'
4.3006 	EXP 	text_disctractors: autoDraw = True
4.3671 	EXP 	New trial (rep=0, index=26): OrderedDict([('dist', 'JFSXWPN')])
4.3834 	EXP 	text_disctractors: autoDraw = False
4.3834 	EXP 	text_disctractors: height = 0.05
4.3834 	EXP 	text_disctractors: height = 0.05
4.3834 	EXP 	text_disctractors: height = 0.05
4.3834 	EXP 	text_disctractors: text = 'JFSXWPN'
4.3834 	EXP 	text_disctractors: autoDraw = True
4.4503 	EXP 	New trial (rep=0, index=27): OrderedDict([('dist', 'WQJDFRT')])
4.4669 	EXP 	text_disctractors: autoDraw = False
4.4669 	EXP 	text_disctractors: height = 0.05
4.4669 	EXP 	text_disctractors: height = 0.05
4.4669 	EXP 	text_disctractors: height = 0.05
4.4669 	EXP 	text_disctractors: text = 'WQJDFRT'
4.4669 	EXP 	text_disctractors: autoDraw = True
4.5335 	EXP 	New trial (rep=0, index=28): OrderedDict([('dist', 'RFTGDYJ')])
4.5499 	EXP 	text_disctractors: autoDraw = False
4.5499 	EXP 	text_disctractors: height = 0.05
4.5499 	EXP 	text_disctractors: height = 0.05
4.5499 	EXP 	text_disctractors: height = 0.05
4.5499 	EXP 	text_disctractors: text = 'RFTGDYJ'
4.5499 	EXP 	text_disctractors: autoDraw = True
4.6172 	EXP 	New trial (rep=0, index=29): OrderedDict([('dist', 'BWMDRJC')])
